AtcoCode,CommonName,Street,stop_category,StopType,Latitude,Longitude,Easting,Northing,AdministrativeAreaRef,Status
8220DB000979,St Canice's GNS,Seamus Ennis Road,Bus stop,BCT,53.389954,-6.297101,713270,739106,822,active
8220DB000972,Aulden Grange,Oscar Traynor Road,Bus stop,BCT,53.396996,-6.2349238,717386,739990,822,active
8220DB001028,Chuchtown Road Lower,Milltown Road,Bus stop,BCT,53.308499,-6.255715,716244,730110,822,active
8220DB001062,Chuchtown Road Lower,Milltown Road,Bus stop,BCT,53.30826,-6.255319,716271,730084,822,active
8220DB001027,South Hill,Milltown Road,Bus stop,BCT,53.308738,-6.257911,716097,730133,822,active
8220DB001063,South Hill,Milltown Road,Bus stop,BCT,53.308572,-6.258863,716034,730113,822,active
8220DB001064,Dartry Road,Dartry Road,Bus stop,BCT,53.309429,-6.260929,715894,730205,822,active
8220DB001026,Dartry Road,Dartry Road,Bus stop,BCT,53.309106,-6.260327,715935,730170,822,active
8220DB001023,Rathmines Close,,Bus stop,BCT,53.317046,-6.264912,715608,731046,822,active
8220DB001024,Frankfort Avenue,Rathmines Road Upper,Bus stop,BCT,53.315852,-6.265021,715604,730913,822,active
8220DB001065,Trinity Hall,Dartry Road,Bus stop,BCT,53.311829,-6.262783,715764,730469,822,active
8220DB001025,Trinity Hall,Dartry Road,Bus stop,BCT,53.3116,-6.262477,715785,730444,822,active
8220DB001018,Cathal Brugha Barracks,,Bus stop,BCT,53.327585,-6.26465,715597,732219,822,active
8220DB001071,Cathal Brugha Barracks,,Bus stop,BCT,53.32729,-6.26485,715584,732186,822,active
8220DB001072,Richmond Street South,Richmond Street Sth,Bus stop,BCT,53.331027,-6.264585,715592,732602,822,active
8220DB001016,Richmond Street South,,Bus stop,BCT,53.33084,-6.26433,715610,732582,822,active
8220DB001067,Rathmines Close,Upper Rathmines Road,Bus stop,BCT,53.317051,-6.265227,715587,731046,822,active
8220DB001007,Millbrook Drive,Tonlegee Road,Bus stop,BCT,53.391246,-6.172387,721561,739455,822,active
8220DB001003,St John's Church,Tonlegee Road,Bus stop,BCT,53.390299,-6.191071,720321,739318,822,active
8220DB001019,Military Road,Lower Rathmines Road,Bus stop,BCT,53.32643,-6.26483,715588,732090,822,active
8220DB001070,Rathmines,Lower Rathmines Road,Bus stop,BCT,53.32498,-6.265356,715557,731928,822,active
8220DB001020,Rathmines,Lower Rathmines Road,Bus stop,BCT,53.32508,-6.26508,715575,731940,822,active
8220DB001021,Rathmines Road Upper,Upper Rathmines Road,Bus stop,BCT,53.32138,-6.265652,715547,731527,822,active
8220DB001017,Grove Park,Lower Rathmines Road,Bus stop,BCT,53.329369,-6.264322,715614,732418,822,active
8220DB001013,Earlsfort Terrace,Earlsfort Terrace,Bus stop,BCT,53.334181,-6.258346,715999,732963,822,active
8220DB001015,Harcourt Street,Adelaide Road,Bus stop,BCT,53.33273,-6.259966,715895,732799,822,active
8220DB002412,Fortfield Road North,Fortfield Road,Bus stop,BCT,53.310935,-6.301824,713165,730307,822,active
8220DB006361,Seagrave Rise,Jamestown Road,Bus stop,BCT,53.405949,-6.291799,713580,740894,822,active
8220DB006276,Seagrave Rise,Jamestown Road,Bus stop,BCT,53.406094,-6.291929,713571,740910,822,active
8220DB001807,Old Racecourse,Navan Road,Bus stop,BCT,53.374415,-6.339263,710506,737311,822,active
8220DB001847,Old Racecourse,Navan Road,Bus stop,BCT,53.372902,-6.333926,710865,737151,822,active
8220DB001668,Old Race Course,Castleknock Road,Bus stop,BCT,53.370843,-6.340304,710446,736912,822,active
8220DB001694,Old Race Course,Castleknock Road,Bus stop,BCT,53.371017,-6.339936,710470,736932,822,active
8220DB001667,Castleknock Road,Castleknock Road,Bus stop,BCT,53.37087,-6.334502,710832,736924,822,active
8220DB001695,Ashtown Gate,Castleknock Road,Bus stop,BCT,53.37101,-6.334256,710848,736940,822,active
8220DB007113,Northwood Avenue,Ballymun Road,Bus stop,BCT,53.4025411,-6.2649243,715376,740558,822,active
8220DB006362,Hampton Wood,St. Margaret's Road,Bus stop,BCT,53.406501,-6.289551,713728,740959,822,active
8220DB001579,Heathfield Avenue,Cappagh Road,Bus stop,BCT,53.3947,-6.32605,711332,739589,822,active
8220DB001582,Heathfield Avenue,Cappagh Road,Bus stop,BCT,53.39519,-6.32737,711243,739641,822,active
8220DB001012,Naomh Barróg GAA,Kilbarrack Parade,Bus stop,BCT,53.39025,-6.152627,722878,739378,822,active
8220DB007277,Baile na Laochra,St. Margaret's Road,Bus stop,BCT,53.40592,-6.28043,714336,740909,822,active
8220DB007276,Baile na Laochra,Saint Margaret's Road,Bus stop,BCT,53.406106,-6.280843,714308,740929,822,active
8220DB000956,Naomh Barróg GAA,Kilbarrack Parade,Bus stop,BCT,53.389832,-6.152901,722861,739331,822,active
8220DB004985,Lanesborough View,Jamestown Road,Bus stop,BCT,53.402321,-6.291418,713615,740491,822,active
8220DB004364,Cappagh Hospital,Cappagh Road,Bus stop,BCT,53.3929114,-6.3225292,711571,739395,822,active
8220DB000322,Gulliver's Retail Park,Ballymun Road,Bus stop,BCT,53.404255,-6.2653508,715343,740748,822,active
8220DB004793,Avila Park,Cappagh Road,Bus stop,BCT,53.3922673,-6.3208254,711686,739326,822,active
8220DB002453,Saint James's Road,St. Peter's Road,Bus stop,BCT,53.314828,-6.330531,711242,730695,822,active
8220DB002452,Saint Peter's Road North,St. Peter's Road,Bus stop,BCT,53.31614,-6.33199,711141,730839,822,active
8220DB002463,Saint Peter's Road North,St. Peter's Road,Bus stop,BCT,53.31531,-6.33132,711188,730747,822,active
8220DB002436,Lorcan O'Toole Park,Kimmage Road West,Bus stop,BCT,53.313706,-6.308948,712683,730604,822,active
8220DB002414,Westbrook,Kimmage Road West,Bus stop,BCT,53.314074,-6.310854,712555,730642,822,active
8220DB002415,Royston Village,Kimmage Road West,Bus stop,BCT,53.3150568,-6.3135769,712371,730747,822,active
8220DB002435,Westbrook,Kimmage Road West,Bus stop,BCT,53.314314,-6.311295,712525,730668,822,active
8220DB002434,Ashleaf,Kimmage Road West,Bus stop,BCT,53.316027,-6.31606,712203,730851,822,active
8220DB002197,Chapelizod West,Lucan Road,Bus stop,BCT,53.348166,-6.346742,710076,734379,822,active
8220DB000758,Victoria Avenue,Morehampton Road,Bus stop,BCT,53.3226869,-6.2376774,717407,731718,822,active
8220DB001074,Harcourt Street,Hatch Street Upper,Bus stop,BCT,53.334001,-6.261742,715773,732938,822,active
8220DB000339,Burgh Quay,Burgh Quay,Bus stop,BCT,53.3472557,-6.2569265,716058,734420,822,active
8220TR000329,Grand Canal St,Grand Canal Street Lower,Taxi rank,TXR,53.3392203,-6.2403896,717181,733553,822,active
8220DB001942,St James Hospital,James Street,Bus stop,BCT,53.34215,-6.29468,713558,733791,822,active
8220TR000334,Eircom Building,Saint John's Road West,Taxi rank,TXR,53.3458733,-6.2968754,713402,734202,822,active
8220DB000987,Finglas Village,Finglas Village,Bus stop,BCT,53.39022,-6.299375,713118,739132,822,active
8220DB001079,Leicester Avenue,Rathgar Road,Bus stop,BCT,53.316655,-6.270752,715220,730993,822,active
8220TR000078,Taxi Rank,,Taxi rank,TXR,53.3445013,-6.2609589,715797,734107,822,active
8220DB001992,Inchicore Library,Emmet Road,Bus stop,BCT,53.3406545,-6.3091128,712601,733602,822,active
8220DB001945,Inchicore Library,Emmet Road,Bus stop,BCT,53.3405548,-6.3096874,712563,733590,822,active
8220DB002432,Bigger Road,Cromwellsfort Road,Bus stop,BCT,53.317014,-6.325507,711571,730946,822,active
8220DB002418,Bigger Road,Cromwellsfort Road,Bus stop,BCT,53.31697,-6.32689,711479,730939,822,active
8220DB002444,Harold's Cross Park,Lower Kimmage Road,Bus stop,BCT,53.324298,-6.279675,714605,731829,822,active
8220DB002448,Cashel Road,Cashel Road,Bus stop,BCT,53.3193092,-6.3041478,712988,731235,822,active
8220DB002449,Armagh Road,Armagh Road,Bus stop,BCT,53.320985,-6.305072,712922,731420,822,active
8220DB002450,Armagh Road West,Armagh Road,Bus stop,BCT,53.320231,-6.307669,712751,731332,822,active
8220DB002443,Mount Argus Mill,Lower Kimmage Road,Bus stop,BCT,53.321892,-6.283645,714347,731555,822,active
8220DB002393,Aideen Avenue,Lower Kimmage Road,Bus stop,BCT,53.315204,-6.295455,713578,730792,822,active
8220DB002440,Aideen Avenue,Lower Kimmage Road,Bus stop,BCT,53.3164009,-6.2943269,713650,730927,822,active
8220DB002441,Kimmage,Kimmage Road Lower,Bus stop,BCT,53.31918,-6.29107,713860,731241,822,active
8220DB002442,Mount Argus Park,Lower Kimmage Road,Bus stop,BCT,53.320452,-6.286029,714192,731391,822,active
8220DB002391,Mount Argus Park,Lower Kimmage Road,Bus stop,BCT,53.320197,-6.28643,714166,731362,822,active
8220DB002314,Weaver Park,Cork Street,Bus stop,BCT,53.33825,-6.28068,714501,733380,822,active
8220DB002380,Weaver Park,Cork Street,Bus stop,BCT,53.33851,-6.28031,714525,733409,822,active
8220DB002382,Newmarket,St. Luke's Avenue,Bus stop,BCT,53.338858,-6.278383,714652,733451,822,active
8220DB002383,Saint Patrick's Cathedral,Patrick Street,Bus stop,BCT,53.339458,-6.272653,715032,733527,822,active
8220DB002385,Patrick Street,Patrick Street,Bus stop,BCT,53.3423151,-6.2719514,715071,733846,822,active
8220DB002379,Cork Street,Cork Street,Bus stop,BCT,53.337833,-6.284642,714238,733327,822,active
8220DB002315,Cork Street,Cork Street,Bus stop,BCT,53.337536,-6.285239,714199,733293,822,active
8220DB002331,Saint Mary's Road,St. Mary's Road,Bus stop,BCT,53.324572,-6.317795,712065,731799,822,active
8220DB002332,Walkinstown Mall,Walkinstown Road,Bus stop,BCT,53.320875,-6.331015,711194,731367,822,active
8220DB002183,Walkinstown Shopping Centre,Walkinstown Road,Bus stop,BCT,53.321704,-6.3305476,711223,731460,822,active
8220DB002333,Walkinstown Roundabout,Walkinstown Road,Bus stop,BCT,53.317842,-6.332665,711092,731027,822,active
8220DB002378,Walkinstown Roundabout,Walkinstown Road,Bus stop,BCT,53.318148,-6.332698,711089,731061,822,active
8220DB002439,Ravensdale Park,Lower Kimmage Road,Bus stop,BCT,53.313546,-6.297698,713433,730604,822,active
8220DB002394,Kimmage Cross Roads,Lower Kimmage Road,Bus stop,BCT,53.313259,-6.297754,713430,730572,822,active
8220DB002390,Mount Argus Mill,Lower Kimmage Road,Bus stop,BCT,53.321529,-6.28399,714325,731514,822,active
8220DB002635,Clanbrassil Lower,Lwr. Clanbrassil Street,Bus stop,BCT,53.334251,-6.27492,714895,732944,822,active
8220DB002388,Clanbrassil Lower,Clanbrassil Street,Bus stop,BCT,53.334459,-6.274386,714930,732968,822,active
8220DB002389,Harold's Cross Park,,Bus stop,BCT,53.32489,-6.27912,714640,731896,822,active
8220DB002489,Clonfert Road,Stannaway Road,Bus stop,BCT,53.319415,-6.300856,713207,731252,822,active
8220DB002497,Kimmage,Sundrive Road,Bus stop,BCT,53.32033,-6.291904,713801,731368,822,active
8220DB002485,Kimmage,Sundrive Road,Bus stop,BCT,53.319792,-6.29134,713840,731309,822,active
8220DB002495,Stannaway Road,Stannaway Road,Bus stop,BCT,53.32122,-6.296942,713463,731459,822,active
8220DB002487,Éamonn Ceannt Park,Stannaway Road,Bus stop,BCT,53.321816,-6.295282,713572,731528,822,active
8220DB002500,Samuel Beckett Bridge,North Wall Quay,Bus stop,BCT,53.347788,-6.24238,717025,734503,822,active
8220DB002501,North Wall Quay,North Wall Quay,Bus stop,BCT,53.347376,-6.236359,717427,734467,822,active
8220DB002494,Clonfert Road,Stannaway Road,Bus stop,BCT,53.319697,-6.300425,713235,731284,822,active
8220DB002496,Éamonn Ceannt Park,Sundrive Road,Bus stop,BCT,53.321968,-6.293925,713662,731547,822,active
8220DB002471,Larkfield Park,Larkfield Park,Bus stop,BCT,53.318682,-6.289148,713989,731189,822,active
8220DB002484,Larkfield Park,Larkfield Park,Bus stop,BCT,53.318547,-6.289153,713989,731174,822,active
8220DB002472,Larkfield Grove,Clareville Road,Bus stop,BCT,53.317678,-6.2856,714228,731083,822,active
8220DB002482,Westfield Road,Clareville Road,Bus stop,BCT,53.318921,-6.281393,714505,731228,822,active
8220DB002474,Westfield Road,Clareville Road,Bus stop,BCT,53.318756,-6.28182,714477,731209,822,active
8220DB002467,Cashel Road,Cashel Road,Bus stop,BCT,53.3192342,-6.3039256,713003,731227,822,active
8220DB002451,Saint Agnes' Park,St. Agnes Park,Bus stop,BCT,53.319166,-6.314316,712311,731203,822,active
8220DB002464,Saint Agnes' Park,St. Agnes Park,Bus stop,BCT,53.319481,-6.313102,712391,731240,822,active
8220DB002465,Armagh Road West,Armagh Road,Bus stop,BCT,53.319989,-6.308939,712667,731303,822,active
8220DB002466,Armagh Road East,Armagh Road,Bus stop,BCT,53.320654,-6.306451,712831,731381,822,active
8220DB002481,Harolds Cross Road,Kenilworth Square North,Bus stop,BCT,53.318738,-6.278083,714726,731213,822,active
8220DB002476,Kenilworth Square,Kenilworth Square North,Bus stop,BCT,53.319044,-6.27747,714766,731248,822,active
8220DB002483,Clareville Road,Clareville Road,Bus stop,BCT,53.317598,-6.284418,714307,731076,822,active
8220DB002479,Grosvenor Road,Grosvenor Road,Bus stop,BCT,53.320234,-6.2702769,715242,731392,822,active
8220DB002478,Grosvenor Road,Grosvenor Road,Bus stop,BCT,53.32054,-6.26975,715276,731427,822,active
8220DB002475,Kenilworth Park,Kenilworth Park,Bus stop,BCT,53.318866,-6.280089,714592,731224,822,active
8220DB002480,Kenilworth Road,Kenilworth Road,Bus stop,BCT,53.319744,-6.274335,714973,731331,822,active
8220DB002477,Kenilworth Road,Kenilworth Road,Bus stop,BCT,53.319878,-6.274239,714979,731346,822,active
8220DB002728,Walkinstown Park,Walkinstown Avenue,Bus stop,BCT,53.32137,-6.339477,710629,731409,822,active
8220DB004367,Jamestown Road,Poppintree Park Lane Walk,Bus stop,BCT,53.398733,-6.289396,713759,740095,822,active
8220DB004368,Poppintree Park,Poppintree Park Lane Walk,Bus stop,BCT,53.398824,-6.288866,713794,740106,822,active
8220DB004369,Oakwood Road,Jamestown Road,Bus stop,BCT,53.397265,-6.292357,713566,739927,822,active
8220DB004788,Oakwood Road,Jamestown Road,Bus stop,BCT,53.396935,-6.292506,713557,739890,822,active
8220DB006273,Sycamore Road,Sycamore Road,Bus stop,BCT,53.395275,-6.290858,713671,739708,822,active
8220DB004890,Sycamore Road,Sycamore Road,Bus stop,BCT,53.395168,-6.290863,713671,739696,822,active
8220DB004366,Clune Road,Clune Road,Bus stop,BCT,53.3912154,-6.29481,713419,739250,822,active
8220DB004322,Ashington Park,Ashington Park,Bus stop,BCT,53.373473,-6.311255,712372,737250,822,active
8220DB004363,Berryfield Road,St. Helena's Road,Bus stop,BCT,53.381712,-6.303443,712870,738179,822,active
8220DB001607,Berryfield Road,St. Helena's Road,Bus stop,BCT,53.382161,-6.303425,712870,738229,822,active
8220DB004365,Poppintree Park,Poppintree Park Lane Walk,Bus stop,BCT,53.402145,-6.283514,714141,740484,822,active
8220DB004781,IDA Poppintree,Poppintree Park Lane Walk,Bus stop,BCT,53.401748,-6.284057,714106,740439,822,active
8220DB000136,McKee Road North,McKee Road,Bus stop,BCT,53.39438,-6.289857,713740,739610,822,active
8220DB004377,McKee Road North,McKee Road,Bus stop,BCT,53.394489,-6.289942,713734,739622,822,active
8220DB000179,Glasilawn Road,Ballygall Road East,Bus stop,BCT,53.380303,-6.276005,714699,738066,822,active
8220DB000177,Glasilawn Road,Ballygall Road East,Bus stop,BCT,53.380468,-6.276224,714684,738084,822,active
8220DB004378,Cremore Crescent,Ballygall Road East,Bus stop,BCT,53.378836,-6.2765,714670,737902,822,active
8220DB001184,Talbot Street East,Talbot Street,Bus stop,BCT,53.35086,-6.25385,716253,734826,822,active
8220DB000620,Talbot Street East,Talbot Street,Bus stop,BCT,53.350961,-6.25278,716324,734839,822,active
8220DB004380,Talbot Street East,Talbot Street,Bus stop,BCT,53.350846,-6.253505,716276,734825,822,active
8220DB004479,Clune Road,McKee Road,Bus stop,BCT,53.391304,-6.29413,713464,739261,822,active
8220DB000193,Clune Road,McKee Road,Bus stop,BCT,53.391196,-6.294104,713466,739249,822,active
8220DB004371,Fassaugh Avenue,Carnlough Road,Bus stop,BCT,53.365929,-6.29268,713628,736440,822,active
8220DB000822,Mulroy Road,Carnlough Road,Bus stop,BCT,53.367121,-6.29182,713682,736574,822,active
8220DB000831,Mulroy Road,Carnlough Road,Bus stop,BCT,53.367662,-6.291333,713713,736635,822,active
8220DB004938,Gofton Hall,Mckee Avenue,Bus stop,BCT,53.390862,-6.298357,713184,739205,822,active
8220DB004375,Jamestown Road,Jamestown Road,Bus stop,BCT,53.391673,-6.296656,713295,739298,822,active
8220DB003354,Clogher Road,Sundrive Road,Bus stop,BCT,53.3264,-6.297111,713438,732035,822,active
8220DB003361,Clogher Road,Sundrive Road,Bus stop,BCT,53.32624,-6.297252,713429,732017,822,active
8220DB001401,Slane Road,Clogher Road,Bus stop,BCT,53.325397,-6.298652,713338,731921,822,active
8220DB003355,Slane Road,Clogher Road,Bus stop,BCT,53.325482,-6.297718,713400,731932,822,active
8220DB003357,Clonmacnoise Grove,Clonmacnoise Road,Bus stop,BCT,53.321974,-6.301911,713130,731535,822,active
8220DB001392,Bangor Circle,Clonmacnoise Road,Bus stop,BCT,53.322491,-6.30162,713148,731593,822,active
8220DB003362,Downpatrick Road,Sundrive Road,Bus stop,BCT,53.327437,-6.298015,713375,732149,822,active
8220DB003353,Downpatrick Road,Sundrive Road,Bus stop,BCT,53.327742,-6.297958,713378,732183,822,active
8220DB002816,Glenmalure Square,Milltown Road,Bus stop,BCT,53.314266,-6.246264,716858,730767,822,active
8220DB003562,Glenmalure Square,Milltown Road,Bus stop,BCT,53.314554,-6.246297,716855,730799,822,active
8220DB003952,Rutland Avenue,Crumlin Road,Bus stop,BCT,53.3316839,-6.294558,713594,732627,822,active
8220DB004319,Heuston Train Stn,Heuston Station,Bus stop,BCT,53.346766,-6.292033,713722,734309,822,active
8220DB003360,Clonmacnoise Road,Clonmacnoise Road,Bus stop,BCT,53.321779,-6.30399,712992,731510,822,active
8220DB003358,Lismore Road,Clonmacnoise Road,Bus stop,BCT,53.321132,-6.3034,713033,731439,822,active
8220DB004466,Glenfarne Road,Glenwood Road,Bus stop,BCT,53.388419,-6.189783,720412,739111,822,active
8220DB002717,Crescent Gardens,West Road,Bus stop,BCT,53.357243,-6.237469,717326,735563,822,active
8220DB004468,West Road,West Road,Bus stop,BCT,53.356784,-6.238028,717290,735511,822,active
8220DB004469,East Road,East Road,Bus stop,BCT,53.35346,-6.23118,717755,735152,822,active
8220DB004472,St Anne's Avenue,Watermill Drive,Bus stop,BCT,53.376362,-6.178285,721211,737789,822,active
8220DB004455,Ailesbury Road,Ailesbury Road,Bus stop,BCT,53.320655,-6.214059,718986,731531,822,active
8220DB004456,Aungier Street,Aungier Street,Bus stop,BCT,53.339914,-6.265696,715494,733589,822,active
8220DB004458,Military Cemetery,Blackhorse Avenue,Bus stop,BCT,53.3604501,-6.3081187,712615,735806,822,active
8220DB004485,Naomh Fionnbarra GAA,Faussagh Road,Bus stop,BCT,53.3655416,-6.2895093,713840,736402,822,active
8220DB004494,Hawkins Street,Hawkin's Street,Bus stop,BCT,53.346962,-6.257104,716047,734387,822,active
8220DB004473,Artane Castle SC,Kilmore Road,Bus stop,BCT,53.383914,-6.214704,718767,738568,822,active
8220DB004474,Artane Castle SC,Kilmore Road,Bus stop,BCT,53.384137,-6.215191,718734,738592,822,active
8220DB004935,St Attracta Road,Faussagh Road,Bus stop,BCT,53.364096,-6.283331,714255,736251,822,active
8220DB004500,Faussagh Road,Faussagh Road,Bus stop,BCT,53.364047,-6.283724,714229,736245,822,active
8220DB002094,Coombe Hospital,Cork Street,Bus stop,BCT,53.334752,-6.289751,713906,732976,822,active
8220DB004434,Coombe Hospital,Cork Street,Bus stop,BCT,53.335868,-6.289256,713936,733101,822,active
8220DB004389,Clanawley Road,Collins Avenue East,Bus stop,BCT,53.373464,-6.210692,719063,737412,822,active
8220DB004390,Killester Avenue,Collins Avenue East,Bus stop,BCT,53.37189,-6.207662,719269,737242,822,active
8220DB001460,Carrow Road,Galtymore Road,Bus stop,BCT,53.332356,-6.321033,711829,732660,822,active
8220DB004399,Carrow Road,Galtymore Road,Bus stop,BCT,53.332527,-6.321026,711829,732679,822,active
8220DB004400,Galtymore Road,Galtymore Road,Bus stop,BCT,53.33434,-6.31938,711934,732883,822,active
8220DB001459,Galtymore Road,Galtymore Road,Bus stop,BCT,53.33396,-6.31968,711915,732841,822,active
8220DB001245,Glin Avenue,Glin Road,Bus stop,BCT,53.397997,-6.206219,719292,740149,822,active
8220DB004388,Glin Avenue,Glin Road,Bus stop,BCT,53.398731,-6.206008,719304,740231,822,active
8220DB004383,Coláiste Dhúlaigh,Barryscourt Road,Bus stop,BCT,53.396318,-6.211132,718970,739954,822,active
