Statistic Label,Month,Type of Vehicle Registration,Type of Fuel,UNIT,VALUE
New Vehicles Licensed for the First Time,2015 March,New Public Service Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2015 March,New Public Service Vehicles,Electric,Number,0
New Vehicles Licensed for the First Time,2015 March,New Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2015 March,New Public Service Vehicles,Diesel and electric hybrid,Number,1
New Vehicles Licensed for the First Time,2015 March,New Small Public Service Vehicles,All fuel types,Number,41
New Vehicles Licensed for the First Time,2015 March,New Small Public Service Vehicles,Petrol,Number,1
New Vehicles Licensed for the First Time,2015 March,New Small Public Service Vehicles,Diesel,Number,39
New Vehicles Licensed for the First Time,2015 March,New Small Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2015 March,New Small Public Service Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2015 March,New Small Public Service Vehicles,Electric,Number,0
New Vehicles Licensed for the First Time,2015 March,New Small Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2015 March,New Small Public Service Vehicles,Diesel and electric hybrid,Number,1
New Vehicles Licensed for the First Time,2015 March,New Large Public Service Vehicles,All fuel types,Number,60
New Vehicles Licensed for the First Time,2015 March,New Large Public Service Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2015 March,New Large Public Service Vehicles,Diesel,Number,60
New Vehicles Licensed for the First Time,2015 March,New Large Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2015 March,New Large Public Service Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2015 March,New Large Public Service Vehicles,Electric,Number,0
New Vehicles Licensed for the First Time,2015 March,New Large Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2015 March,New Large Public Service Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2015 March,New Combine Harvestors,All fuel types,Number,
New Vehicles Licensed for the First Time,2015 March,New Combine Harvestors,Petrol,Number,
New Vehicles Licensed for the First Time,2015 March,New Combine Harvestors,Diesel,Number,
New Vehicles Licensed for the First Time,2015 March,New Combine Harvestors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2015 March,New Combine Harvestors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2015 March,New Combine Harvestors,Electric,Number,
New Vehicles Licensed for the First Time,2015 March,New Combine Harvestors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2015 March,New Combine Harvestors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2015 March,New Excavators and Trench Diggers,All fuel types,Number,
New Vehicles Licensed for the First Time,2015 March,New Excavators and Trench Diggers,Petrol,Number,
New Vehicles Licensed for the First Time,2015 March,New Excavators and Trench Diggers,Diesel,Number,
New Vehicles Licensed for the First Time,2015 March,New Excavators and Trench Diggers,Other fuel types,Number,
New Vehicles Licensed for the First Time,2015 March,New Excavators and Trench Diggers,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2015 March,New Excavators and Trench Diggers,Electric,Number,
New Vehicles Licensed for the First Time,2015 March,New Excavators and Trench Diggers,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2015 March,New Excavators and Trench Diggers,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2015 March,New Machines or Contrivances,All fuel types,Number,46
New Vehicles Licensed for the First Time,2015 March,New Machines or Contrivances,Petrol,Number,0
New Vehicles Licensed for the First Time,2015 March,New Machines or Contrivances,Diesel,Number,46
New Vehicles Licensed for the First Time,2015 March,New Machines or Contrivances,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2015 March,New Machines or Contrivances,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2015 March,New Machines or Contrivances,Electric,Number,0
New Vehicles Licensed for the First Time,2015 March,New Machines or Contrivances,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2015 March,New Machines or Contrivances,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2015 March,Other Classes New Other Vehicles,All fuel types,Number,8
New Vehicles Licensed for the First Time,2015 March,Other Classes New Other Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2015 March,Other Classes New Other Vehicles,Diesel,Number,8
New Vehicles Licensed for the First Time,2015 March,Other Classes New Other Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2015 March,Other Classes New Other Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2015 March,Other Classes New Other Vehicles,Electric,Number,0
New Vehicles Licensed for the First Time,2015 March,Other Classes New Other Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2015 March,Other Classes New Other Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2015 April,All Vehicles,All fuel types,Number,16465
New Vehicles Licensed for the First Time,2015 April,All Vehicles,Petrol,Number,3900
New Vehicles Licensed for the First Time,2015 April,All Vehicles,Diesel,Number,12365
New Vehicles Licensed for the First Time,2015 April,All Vehicles,Other fuel types,Number,1
New Vehicles Licensed for the First Time,2015 April,All Vehicles,Petrol and electric hybrid,Number,103
New Vehicles Licensed for the First Time,2015 April,All Vehicles,Electric,Number,76
New Vehicles Licensed for the First Time,2015 April,All Vehicles,Petrol or Diesel plug-in hybrid electric,Number,11
New Vehicles Licensed for the First Time,2015 April,All Vehicles,Diesel and electric hybrid,Number,9
New Vehicles Licensed for the First Time,2015 April,New Private Cars,All fuel types,Number,13166
New Vehicles Licensed for the First Time,2015 April,New Private Cars,Petrol,Number,3669
New Vehicles Licensed for the First Time,2015 April,New Private Cars,Diesel,Number,9302
New Vehicles Licensed for the First Time,2015 April,New Private Cars,Other fuel types,Number,1
New Vehicles Licensed for the First Time,2015 April,New Private Cars,Petrol and electric hybrid,Number,102
New Vehicles Licensed for the First Time,2015 April,New Private Cars,Electric,Number,72
New Vehicles Licensed for the First Time,2015 April,New Private Cars,Petrol or Diesel plug-in hybrid electric,Number,11
New Vehicles Licensed for the First Time,2015 April,New Private Cars,Diesel and electric hybrid,Number,9
New Vehicles Licensed for the First Time,2015 April,New Goods Vehicles,All fuel types,Number,2327
New Vehicles Licensed for the First Time,2015 April,New Goods Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2015 April,New Goods Vehicles,Diesel,Number,2326
New Vehicles Licensed for the First Time,2015 April,New Goods Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2015 April,New Goods Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2015 April,New Goods Vehicles,Electric,Number,1
New Vehicles Licensed for the First Time,2015 April,New Goods Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2015 April,New Goods Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2015 April,New Tractors,All fuel types,Number,158
New Vehicles Licensed for the First Time,2015 April,New Tractors,Petrol,Number,0
New Vehicles Licensed for the First Time,2015 April,New Tractors,Diesel,Number,158
New Vehicles Licensed for the First Time,2015 April,New Tractors,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2015 April,New Tractors,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2015 April,New Tractors,Electric,Number,0
New Vehicles Licensed for the First Time,2015 April,New Tractors,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2015 April,New Tractors,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2015 April,New Agriculture Tractors,All fuel types,Number,
New Vehicles Licensed for the First Time,2015 April,New Agriculture Tractors,Petrol,Number,
New Vehicles Licensed for the First Time,2015 April,New Agriculture Tractors,Diesel,Number,
New Vehicles Licensed for the First Time,2015 April,New Agriculture Tractors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2015 April,New Agriculture Tractors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2015 April,New Agriculture Tractors,Electric,Number,
New Vehicles Licensed for the First Time,2015 April,New Agriculture Tractors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2015 April,New Agriculture Tractors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2015 April,New General Haulage Tractors,All fuel types,Number,
New Vehicles Licensed for the First Time,2015 April,New General Haulage Tractors,Petrol,Number,
New Vehicles Licensed for the First Time,2015 April,New General Haulage Tractors,Diesel,Number,
New Vehicles Licensed for the First Time,2015 April,New General Haulage Tractors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2015 April,New General Haulage Tractors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2015 April,New General Haulage Tractors,Electric,Number,
New Vehicles Licensed for the First Time,2015 April,New General Haulage Tractors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2015 April,New General Haulage Tractors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2015 April,New Motor Cycles,All fuel types,Number,142
New Vehicles Licensed for the First Time,2015 April,New Motor Cycles,Petrol,Number,142
New Vehicles Licensed for the First Time,2015 April,New Motor Cycles,Diesel,Number,0
New Vehicles Licensed for the First Time,2015 April,New Motor Cycles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2015 April,New Motor Cycles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2015 April,New Motor Cycles,Electric,Number,0
New Vehicles Licensed for the First Time,2015 April,New Motor Cycles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2015 April,New Motor Cycles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2015 April,New Exempt Vehicles,All fuel types,Number,526
New Vehicles Licensed for the First Time,2015 April,New Exempt Vehicles,Petrol,Number,87
New Vehicles Licensed for the First Time,2015 April,New Exempt Vehicles,Diesel,Number,438
New Vehicles Licensed for the First Time,2015 April,New Exempt Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2015 April,New Exempt Vehicles,Petrol and electric hybrid,Number,1
New Vehicles Licensed for the First Time,2015 April,New Exempt Vehicles,Electric,Number,0
New Vehicles Licensed for the First Time,2015 April,New Exempt Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2015 April,New Exempt Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2015 April,New Public Service Vehicles,All fuel types,Number,91
New Vehicles Licensed for the First Time,2015 April,New Public Service Vehicles,Petrol,Number,2
New Vehicles Licensed for the First Time,2015 April,New Public Service Vehicles,Diesel,Number,88
New Vehicles Licensed for the First Time,2015 April,New Public Service Vehicles,Other fuel types,Number,0
